"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0037911",378.444776143781,0.00191979719013975,0.118977843847361,0.0161357537509479,0.987126089854969,0.999999592678844
"FBgn0085771",3111.56255696325,-0.407644738484731,0.559293791799645,-0.728856183389857,0.466089639842596,0.999999592678844
"FBgn0037756",2700.67992658578,-0.137183073578826,0.298695550272814,-0.459273911022545,0.646037480069512,0.999999592678844
"FBgn0037757",941.088841744842,-0.00447395290342304,0.188610259760611,-0.0237206231999335,0.981075455698596,0.999999592678844
"FBgn0031515",391.649579438946,0.327249390531391,1.19234970683625,0.274457559435065,0.783733014431951,0.999999592678844
"FBgn0262029",34.2264602421045,0.111809445407188,0.840577682039198,0.133015005984866,0.894181512896718,0.999999592678844
"FBgn0033661",1142.71669445594,-0.342335415920766,0.235506067777788,-1.45361611762707,0.146052765829058,0.999999592678844
"FBgn0051739",1696.21384440472,-0.135300027970473,0.197555890770292,-0.684869620657342,0.493426197760267,0.999999592678844
"FBgn0051224",2205.43854976422,-0.138511632842827,0.222857830951418,-0.621524638607034,0.534254488447609,0.999999592678844
"FBgn0040751",125.596473322664,0.186090853417316,0.1833457071137,1.01497251474731,0.310118929436777,0.999999592678844
"FBgn0051220",1.77911337034668,-1.67839221520145,2.59938109426855,-0.645689167664634,0.518480677223364,0.999999592678844
"FBgn0051221",4115.0684863365,-0.407308321981195,1.92355269395823,-0.211747940807926,0.832303684677472,0.999999592678844
"FBgn0043900",1438.22748685713,-0.0911529725772138,0.413968792583748,-0.220192860452816,0.825720956720408,0.999999592678844
"FBgn0051223",250.285229780907,-0.0927614526164893,0.245548721815476,-0.377772085029208,0.70559991260815,0.999999592678844
"FBgn0037181",4.15973996699025,4.05012624937942,1.28667900240166,3.14773633658405,0.00164540034580722,0.460638967921763
"FBgn0037180",13.8662719293067,-0.0971277534446921,1.90203485241781,-0.0510651807043525,0.959273581549163,0.999999592678844
"FBgn0039868",632.503483329759,-0.232864120132954,0.31745999044042,-0.733522734029871,0.463239667212889,0.999999592678844
"FBgn0037182",1951.60055113112,0.0446572053991632,0.059132928859051,0.755200296362928,0.450128810873077,0.999999592678844
"FBgn0037185",363.643767383477,-0.127653532600819,0.50207400260992,-0.254252424816343,0.799300551768178,0.999999592678844
"FBgn0051229",427.610233595542,0.0607165811566215,0.1216883999741,0.498951265441439,0.617813717109,0.999999592678844
