"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0085212","FBgn0085212",151.961288142122,-1.35289670801116,0.150377327990909,-8.99668005866515,2.3264631407039e-19,1.63894508602108e-18
"FBgn0033434","FBgn0033434",1245.47702607979,-0.643052303216102,0.103755937601815,-6.19773979281985,5.72797327671834e-10,2.3032713252691e-09
"FBgn0036117","FBgn0036117",535.390479503287,-0.767510396761498,0.0750433369677847,-10.2275622030372,1.49228536888297e-24,1.33827045696975e-23
"FBgn0036110","FBgn0036110",2.78852088454316,-2.66768989130552,1.05673878917679,-2.52445535133964,0.0115877723720531,0.019596418277577
"FBgn0010431","FBgn0010431",2509.14295120321,-2.51864137419537,0.692224052751305,-3.63847711472148,0.000274254993409607,0.00059874183860242
"FBgn0033439","FBgn0033439",152.821453949016,1.05359281625211,0.127265362409187,8.27870833278711,1.24518502648605e-16,7.60160989968342e-16
"FBgn0033438","FBgn0033438",654.891914789417,2.25140650357512,0.174458371253389,12.9051216482189,4.21149896010776e-38,5.71618985070936e-37
"FBgn0032082","FBgn0032082",136.570284849225,-1.97225814651248,0.431230514860835,-4.57355887059375,4.79508865558673e-06,1.30531816236677e-05
"FBgn0040752","FBgn0040752",1911.7128645812,0.57931722687514,0.160831536378221,3.60201263956581,0.000315763007499043,0.000682986102862808
"FBgn0015553","FBgn0015553",919.928468907215,-1.19792852211561,0.25759846324292,-4.65037138434301,3.31337825189147e-06,9.20082215080521e-06
