"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MSTRG.11020",3264.14529034356,0.273921361901186,0.0494696641955427,5.53715830409593,3.07418668791488e-08,1.33206873946342e-05
"MSTRG.3321",2387.18746894069,-0.447308525534578,0.081288634771417,-5.50271912909359,3.73977960759952e-08,1.56045766885986e-05
"MSTRG.7971",23.2191723126716,2.27802433216497,0.420573226699081,5.41647491459292,6.07855142822644e-08,2.44574858537139e-05
"MSTRG.13",26.8889684616447,-19.554823499367,3.63855502755492,-5.37433771133802,7.68646769044591e-08,2.98606017243323e-05
"MSTRG.3705",9862.97617638269,0.221431054149271,0.041381594521273,5.35095509757219,8.74912310900603e-08,3.28558736486873e-05
"MSTRG.4243",11.4183634833617,2.22559099288791,0.417729153104718,5.32783258325758,9.93916718063821e-08,3.61208572442162e-05
"MSTRG.4581",2576.44064245228,0.212943292671231,0.0401556460014119,5.30294775145053,1.13947542865771e-07,4.01166568101806e-05
"MSTRG.11103",1127.65930391259,-0.539736126906667,0.101992005262625,-5.2919454374573,1.21022002781656e-07,4.13161782829737e-05
"MSTRG.6553",214.879997679536,1.03915927450618,0.198772807161644,5.22787442278824,1.71469904292534e-07,5.68170571105791e-05
"MSTRG.406",4154.69599625738,-0.331803882536974,0.0649058981426055,-5.11207597509804,3.18637618614219e-07,0.000102564897465937
"MSTRG.8800",2215.22369095607,0.360884915117252,0.0707145735414185,5.10340226977225,3.33600827569927e-07,0.000104398525650078
"MSTRG.12858",2252.36309326875,0.351291781380255,0.0689455933610711,5.09520281507369,3.48368104089713e-07,0.000106073380018235
"MSTRG.7029",678.775001025984,0.76810640628777,0.151336055413913,5.07550169843501,3.86474904280134e-07,0.000114579638726842
"MSTRG.13880",721.790496487273,0.514464656870758,0.102264836078283,5.03070925060634,4.88668726820394e-07,0.000141162612214322
"MSTRG.14108",2659.75155897475,-0.227982942065257,0.0455698688051984,-5.00293171875997,5.64649449663309e-07,0.000159033517497671
"MSTRG.4674",1637.94534216404,0.508546852611419,0.101807293959416,4.99519074550928,5.87776430210432e-07,0.000161509494213432
"MSTRG.1187",441.312556965556,4.63549454869951,0.929011861875187,4.98970437185041,6.04717661962242e-07,0.000162208313801586
"MSTRG.6784",332.206393094909,-0.211549323792786,0.0425188922887507,-4.97541945251373,6.5106503243539e-07,0.000170579038498072
"MSTRG.1748",2880.33748917713,0.222544494474115,0.0448115751370161,4.96622789521819,6.82677261560139e-07,0.000174796409744012
"MSTRG.3702",18.0600339745424,1.93573883796215,0.390892259424767,4.95210327472528,7.34156216349246e-07,0.00018380008740868
"MSTRG.6381",1290.06140323896,0.358439186704836,0.0729189635973235,4.91558257306324,8.85188300123396e-07,0.00021218151891894
"MSTRG.7933",1475.34014019105,0.258246157144875,0.0525128527765543,4.91777047885266,8.753546064106e-07,0.00021218151891894
"MSTRG.8359",13.5215285864111,1.80067969266385,0.369249407744583,4.87659466717253,1.07932900938526e-06,0.000253327512911132
"MSTRG.13139",1466.07286129245,0.201392537147988,0.0416265740492323,4.83807619886753,1.31101883381154e-06,0.000301427309831038
"MSTRG.2003",3286.55405567347,0.336411332371103,0.0696239001238018,4.8318369377888,1.35279035308491e-06,0.000304810722357092
"MSTRG.6056",11.8795038164967,1.94744800180217,0.403948831496793,4.8210264517565,1.42821415524074e-06,0.000309428089864274
"MSTRG.4390",814.480971396939,1.53951965882213,0.319227795765149,4.82263662264152,1.41672926550373e-06,0.000309428089864274
"MSTRG.166",1765.75706128664,0.288252998876738,0.0598797801194784,4.81386201321357,1.48041047195861e-06,0.000314684988246901
"MSTRG.11216",1060.60833668572,0.172943321990742,0.0361634959918835,4.78226225776285,1.73333331329695e-06,0.000361624687177842
"MSTRG.9175",14142.6396414171,0.175452166240755,0.0369145266277214,4.75293014075921,2.00489636430008e-06,0.000410675680730994
"MSTRG.4578",716.54733807377,1.36313150183601,0.288412354262475,4.72632840337855,2.28615810360543e-06,0.000459926021343192
"MSTRG.9575",53.7049661370559,1.39598912972931,0.298424206717056,4.67786827712969,2.8987264960638e-06,0.000572930749204469
"MSTRG.11633",1041.0508492149,0.352149536359132,0.0753460699535068,4.67376117395944,2.95733208992089e-06,0.000574436264224978
"MSTRG.3160",2494.67731378009,-0.843308084557863,0.180708375919533,-4.66667956184486,3.06106144266352e-06,0.000584507088356732
"MSTRG.7964",1556.69212791841,3.65375533215217,0.784574737396691,4.65698824853289,3.20868752535381e-06,0.000587016575614588
"MSTRG.8692",4000.95260176322,0.222341029080136,0.047757847615247,4.65559149297072,3.23051905628479e-06,0.000587016575614588
"MSTRG.10780",1151.35539227066,0.781789747462454,0.16768817278876,4.66216391091153,3.12901816872897e-06,0.000587016575614588
"MSTRG.8222",349.157772190133,0.621337596159551,0.133842920599263,4.64228958377176,3.4456947072499e-06,0.000606549946435585
"MSTRG.1416",3279.22121400377,0.241979106023994,0.0521021568002165,4.64432032923038,3.41197827827295e-06,0.000606549946435585
"MSTRG.5619",110.454159381251,-0.451246713570724,0.097614312444019,-4.62275154403726,3.78683183964233e-06,0.000646400719778947
"MSTRG.738",234.692903836804,-0.205682637587227,0.0444777759040052,-4.62439124724096,3.75700136485186e-06,0.000646400719778947
