sn,pl3c
8635,FBgn0051659
8636,FBgn0034627
8637,FBgn0265809
8638,FBgn0265808
8639,FBgn0267666
8640,FBgn0035802
8641,FBgn0262530
8642,FBgn0265807
8643,FBgn0265806
8644,FBgn0035806
8645,FBgn0265800
8646,FBgn0265803
8647,FBgn0262531
8648,FBgn0028871
8649,FBgn0039405
8650,FBgn0028872
8651,FBgn0028875
8652,FBgn0028658
8653,FBgn0028879
8654,FBgn0025558
8655,FBgn0039349
8656,FBgn0039348
8657,FBgn0039341
8658,FBgn0052228
8659,FBgn0039343
8660,FBgn0032462
8661,FBgn0032465
8662,FBgn0032464
8663,FBgn0039347
8664,FBgn0039346
8665,FBgn0029656
8666,FBgn0029657
8667,FBgn0001961
8668,FBgn0035152
8669,FBgn0001967
8670,FBgn0001965
8671,FBgn0262699
8672,FBgn0029658
8673,FBgn0262539
8674,FBgn0050398
8675,FBgn0266179
8676,FBgn0011893
8677,FBgn0011892
8678,FBgn0011891
8679,FBgn0011890
8680,FBgn0011897
8681,FBgn0011896
8682,FBgn0011895
8683,FBgn0011894
8684,FBgn0267902
8685,FBgn0003415
8686,FBgn0267903
8687,FBgn0259244
8688,FBgn0259245
8689,FBgn0259246
8690,FBgn0259247
8691,FBgn0259241
8692,FBgn0259242
8693,FBgn0259243
8694,FBgn0039006
8695,FBgn0003525
8696,FBgn0039004
8697,FBgn0042630
8698,FBgn0042189
8699,FBgn0039003
8700,FBgn0042185
8701,FBgn0042187
8702,FBgn0042186
8703,FBgn0042180
8704,FBgn0039008
8705,FBgn0042182
8706,FBgn0053477
8707,FBgn0053476
8708,FBgn0053475
8709,FBgn0053474
8710,FBgn0267904
8711,FBgn0053471
8712,FBgn0053470
8713,FBgn0262447
8714,FBgn0266589
8715,FBgn0260006
8716,FBgn0268063
8717,FBgn0260007
8718,FBgn0265076
8719,FBgn0017448
8720,FBgn0011474
8721,FBgn0261058
8722,FBgn0261059
8723,FBgn0261053
8724,FBgn0261057
8725,FBgn0261054
8726,FBgn0261055
8727,FBgn0261584
8728,FBgn0261586
8729,FBgn0022023
8730,FBgn0261580
8731,FBgn0261581
8732,FBgn0261582
8733,FBgn0053740
8734,FBgn0022029
8735,FBgn0261588
8736,FBgn0029002
8737,FBgn0038438
8738,FBgn0046294
8739,FBgn0046297
8740,FBgn0046296
8741,FBgn0038448
8742,FBgn0035110
8743,FBgn0038431
8744,FBgn0035112
8745,FBgn0030710
8746,FBgn0038435
8747,FBgn0038436
8748,FBgn0038437
8749,FBgn0263564
8750,FBgn0263565
8751,FBgn0263566
8752,FBgn0263567
8753,FBgn0263560
8754,FBgn0263561
8755,FBgn0263562
8756,FBgn0263563
8757,FBgn0087041
8758,FBgn0087040
8759,FBgn0263568
8760,FBgn0263569
8761,FBgn0025627
8762,FBgn0267538
8763,FBgn0261638
8764,FBgn0261639
8765,FBgn0261636
8766,FBgn0261634
8767,FBgn0261635
8768,FBgn0004425
8769,FBgn0261633
8770,FBgn0261630
8771,FBgn0261631
8772,FBgn0034197
8773,FBgn0034196
8774,FBgn0034195
8775,FBgn0034446
8776,FBgn0031961
8777,FBgn0034440
8778,FBgn0034443
8779,FBgn0037610
8780,FBgn0038838
8781,FBgn0031969
8782,FBgn0031968
8783,FBgn0034199
8784,FBgn0034198
8785,FBgn0038755
8786,FBgn0265378
8787,FBgn0038756
8788,FBgn0038751
8789,FBgn0038750
8790,FBgn0038753
8791,FBgn0038752
8792,FBgn0030562
8793,FBgn0030563
8794,FBgn0004426
8795,FBgn0030566
8796,FBgn0038916
8797,FBgn0036977
8798,FBgn0019661
8799,FBgn0063649
8800,FBgn0036974
8801,FBgn0036973
8802,FBgn0038447
8803,FBgn0036970
8804,FBgn0038914
8805,FBgn0051357
8806,FBgn0036979
8807,FBgn0036978
8808,FBgn0034229
8809,FBgn0010258
8810,FBgn0015379
8811,FBgn0034999
8812,FBgn0034998
8813,FBgn0034997
8814,FBgn0034996
8815,FBgn0031611
8816,FBgn0015371
8817,FBgn0034225
8818,FBgn0020381
8819,FBgn0034990
8820,FBgn0010786
8821,FBgn0045980
8822,FBgn0038832
8823,FBgn0030365
8824,FBgn0035513
8825,FBgn0037406
8826,FBgn0046876
8827,FBgn0266587
8828,FBgn0263278
8829,FBgn0030367
8830,FBgn0030699
8831,FBgn0004428
8832,FBgn0039836
8833,FBgn0030694
8834,FBgn0030695
8835,FBgn0030696
8836,FBgn0030697
8837,FBgn0030691
8838,FBgn0030692
8839,FBgn0030693
8840,FBgn0032314
8841,FBgn0030362
8842,FBgn0085788
8843,FBgn0085789
8844,FBgn0085786
8845,FBgn0262475
8846,FBgn0085784
8847,FBgn0039233
8848,FBgn0267154
8849,FBgn0020880
8850,FBgn0039831
8851,FBgn0040358
8852,FBgn0040359
8853,FBgn0040356
8854,FBgn0040357
8855,FBgn0010434
8856,FBgn0039830
8857,FBgn0040352
8858,FBgn0085366
8859,FBgn0040350
8860,FBgn0040351
8861,FBgn0004590
8862,FBgn0051235
8863,FBgn0085367
8864,FBgn0051721
8865,FBgn0051720
8866,FBgn0051231
8867,FBgn0051230
8868,FBgn0033989
8869,FBgn0026563
8870,FBgn0026562
8871,FBgn0026565
8872,FBgn0013981
8873,FBgn0026566
8874,FBgn0260860
8875,FBgn0260861
8876,FBgn0260862
8877,FBgn0033327
8878,FBgn0260866
8879,FBgn0260867
8880,FBgn0260868
8881,FBgn0260869
8882,FBgn0033326
8883,FBgn0000376
8884,FBgn0000377
8885,FBgn0263986
8886,FBgn0263987
8887,FBgn0263985
8888,FBgn0263982
8889,FBgn0263983
8890,FBgn0263980
8891,FBgn0036208
8892,FBgn0032318
8893,FBgn0033987
8894,FBgn0263988
8895,FBgn0039429
8896,FBgn0032129
8897,FBgn0032124
8898,FBgn0032125
8899,FBgn0032126
8900,FBgn0032127
8901,FBgn0032120
8902,FBgn0032122
8903,FBgn0032123
8904,FBgn0037758
8905,FBgn0037759
8906,FBgn0265638
8907,FBgn0265639
8908,FBgn0037750
8909,FBgn0037751
8910,FBgn0265630
8911,FBgn0037753
8912,FBgn0265636
8913,FBgn0037755
8914,FBgn0265634
8915,FBgn0265635
8916,FBgn0265746
8917,FBgn0037625
8918,FBgn0037880
8919,FBgn0265744
8920,FBgn0036591
8921,FBgn0036590
8922,FBgn0036593
8923,FBgn0036592
8924,FBgn0037677
8925,FBgn0036594
8926,FBgn0036597
8927,FBgn0036596
8928,FBgn0036599
8929,FBgn0036598
8930,FBgn0265743
8931,FBgn0034416
8932,FBgn0032694
8933,FBgn0032871
8934,FBgn0032876
8935,FBgn0032877
8936,FBgn0032690
8937,FBgn0032691
8938,FBgn0037881
8939,FBgn0032878
8940,FBgn0000179
8941,FBgn0031422
8942,FBgn0032698
8943,FBgn0032699
8944,FBgn0034535
8945,FBgn0037676
8946,FBgn0031391
8947,FBgn0036229
8948,FBgn0031424
8949,FBgn0064225
8950,FBgn0031426
8951,FBgn0003861
8952,FBgn0003863
8953,FBgn0003862
8954,FBgn0003865
8955,FBgn0003867
8956,FBgn0003866
8957,FBgn0036228
8958,FBgn0005355
8959,FBgn0265749
8960,FBgn0053868
8961,FBgn0262416
8962,FBgn0053648
8963,FBgn0037883
8964,FBgn0053644
8965,FBgn0053645
8966,FBgn0053862
8967,FBgn0053863
8968,FBgn0053640
8969,FBgn0053865
8970,FBgn0053866
8971,FBgn0053643
8972,FBgn0035473
8973,FBgn0035471
8974,FBgn0035470
8975,FBgn0035477
8976,FBgn0035476
8977,FBgn0035475
8978,FBgn0024542
8979,FBgn0035479
8980,FBgn0031939
8981,FBgn0039855
8982,FBgn0036920
8983,FBgn0020655
8984,FBgn0261808
8985,FBgn0028468
8986,FBgn0020653
8987,FBgn0266858
8988,FBgn0261801
8989,FBgn0261800
8990,FBgn0261803
8991,FBgn0261802
8992,FBgn0261805
8993,FBgn0261804
8994,FBgn0266851
8995,FBgn0266850
8996,FBgn0262716
8997,FBgn0038705
8998,FBgn0038702
8999,FBgn0039854
9000,FBgn0024329
9001,FBgn0038700
9002,FBgn0266372
9003,FBgn0024321
9004,FBgn0024320
9005,FBgn0038701
9006,FBgn0005649
9007,FBgn0024326
9008,FBgn0263771
9009,FBgn0263770
9010,FBgn0263773
9011,FBgn0263772
9012,FBgn0038581
9013,FBgn0035612
9014,FBgn0035611
9015,FBgn0263776
9016,FBgn0039857
9017,FBgn0036922
9018,FBgn0035619
9019,FBgn0001223
9020,FBgn0003330
9021,FBgn0003731
9022,FBgn0003733
9023,FBgn0002937
9024,FBgn0039856
9025,FBgn0036923
9026,FBgn0065100
9027,FBgn0027617
9028,FBgn0036314
9029,FBgn0028978
9030,FBgn0030186
9031,FBgn0033907
9032,FBgn0052376
9033,FBgn0002933
9034,FBgn0052113
9035,FBgn0052112
9036,FBgn0052111
9037,FBgn0052110
9038,FBgn0052117
9039,FBgn0052115
9040,FBgn0038028
9041,FBgn0052373
9042,FBgn0052119
9043,FBgn0052745
9044,FBgn0051159
9045,FBgn0052371
9046,FBgn0262005
9047,FBgn0267098
9048,FBgn0267099
9049,FBgn0039850
9050,FBgn0262570
9051,FBgn0262571
9052,FBgn0262572
9053,FBgn0262574
9054,FBgn0262575
9055,FBgn0267096
9056,FBgn0267097
9057,FBgn0030545
9058,FBgn0001174
9059,FBgn0038986
9060,FBgn0085254
9061,FBgn0265753
9062,FBgn0285937
9063,FBgn0265038
9064,FBgn0265039
9065,FBgn0260049
9066,FBgn0001170
9067,FBgn0266843
9068,FBgn0040001
9069,FBgn0039852
9070,FBgn0267890
9071,FBgn0267891
9072,FBgn0267892
9073,FBgn0033374
9074,FBgn0267894
9075,FBgn0267895
9076,FBgn0267896
9077,FBgn0267897
9078,FBgn0267898
9079,FBgn0267899
9080,FBgn0037960
9081,FBgn0040968
9082,FBgn0037964
9083,FBgn0265418
9084,FBgn0037962
9085,FBgn0030504
9086,FBgn0001179
9087,FBgn0264710
9088,FBgn0065101
9089,FBgn0000565
9090,FBgn0000564
9091,FBgn0000567
9092,FBgn0032798
9093,FBgn0000560
9094,FBgn0000562
9095,FBgn0259722
9096,FBgn0259721
9097,FBgn0259720
9098,FBgn0259727
9099,FBgn0000568
9100,FBgn0259725
9101,FBgn0039613
9102,FBgn0039612
9103,FBgn0039611
9104,FBgn0031442
9105,FBgn0039617
9106,FBgn0039616
9107,FBgn0015791
9108,FBgn0265754
9109,FBgn0031392
9110,FBgn0034057
9111,FBgn0031574
9112,FBgn0031575
9113,FBgn0034052
9114,FBgn0031573
9115,FBgn0034050
9116,FBgn0034051
9117,FBgn0263664
9118,FBgn0034058
9119,FBgn0031579
9120,FBgn0030737
9121,FBgn0037504
9122,FBgn0030735
9123,FBgn0037506
9124,FBgn0030733
9125,FBgn0037500
9126,FBgn0037503
9127,FBgn0037502
9128,FBgn0265757
9129,FBgn0036102
9130,FBgn0030228
9131,FBgn0030739
9132,FBgn0030738
9133,FBgn0011642
9134,FBgn0011640
9135,FBgn0015799
9136,FBgn0027779
9137,FBgn0062449
9138,FBgn0053929
9139,FBgn0266362
9140,FBgn0265756
9141,FBgn0262386
9142,FBgn0029915
9143,FBgn0029914
9144,FBgn0085257
9145,FBgn0031643
9146,FBgn0029911
9147,FBgn0029913
9148,FBgn0029912
9149,FBgn0011606
9150,FBgn0051008
9151,FBgn0051004
9152,FBgn0051005
9153,FBgn0051007
9154,FBgn0038685
9155,FBgn0051002
9156,FBgn0043865
9157,FBgn0085199
9158,FBgn0085198
9159,FBgn0050357
9160,FBgn0053299
9161,FBgn0050355
9162,FBgn0050354
9163,FBgn0085193
9164,FBgn0085192
9165,FBgn0050359
9166,FBgn0085190
9167,FBgn0085197
9168,FBgn0085196
9169,FBgn0085195
9170,FBgn0085194
9171,FBgn0054025
9172,FBgn0027515
9173,FBgn0003996
9174,FBgn0027513
9175,FBgn0267167
9176,FBgn0053920
9177,FBgn0266071
9178,FBgn0266070
9179,FBgn0266073
9180,FBgn0266072
9181,FBgn0266074
9182,FBgn0027518
9183,FBgn0261873
9184,FBgn0054021
9185,FBgn0027363
9186,FBgn0030359
9187,FBgn0262886
9188,FBgn0266395
9189,FBgn0051604
9190,FBgn0002872
9191,FBgn0053927
9192,FBgn0053926
9193,FBgn0266657
9194,FBgn0267685
9195,FBgn0033428
9196,FBgn0033429
9197,FBgn0085229
9198,FBgn0085228
9199,FBgn0033422
9200,FBgn0033423
9201,FBgn0085227
9202,FBgn0036101
9203,FBgn0033426
9204,FBgn0036107
9205,FBgn0036104
9206,FBgn0085222
9207,FBgn0266116
9208,FBgn0266117
9209,FBgn0266114
9210,FBgn0266115
9211,FBgn0266111
9212,FBgn0015527
9213,FBgn0040726
9214,FBgn0040725
9215,FBgn0015524
9216,FBgn0040723
9217,FBgn0015522
9218,FBgn0015521
9219,FBgn0015520
9220,FBgn0039955
9221,FBgn0036806
9222,FBgn0040729
9223,FBgn0004240
9224,FBgn0038256
9225,FBgn0038257
9226,FBgn0004244
9227,FBgn0038251
9228,FBgn0038252
9229,FBgn0038258
9230,FBgn0005596
9231,FBgn0005593
9232,FBgn0036368
9233,FBgn0036369
9234,FBgn0036366
9235,FBgn0036367
9236,FBgn0036364
9237,FBgn0036365
9238,FBgn0036362
9239,FBgn0036363
9240,FBgn0036360
9241,FBgn0036361
9242,FBgn0053971
9243,FBgn0052520
9244,FBgn0037328
9245,FBgn0260720
9246,FBgn0031420
9247,FBgn0051912
9248,FBgn0267309
9249,FBgn0051910
9250,FBgn0051914
9251,FBgn0051915
9252,FBgn0262988
9253,FBgn0267301
9254,FBgn0267302
9255,FBgn0267303
9256,FBgn0040918
9257,FBgn0267305
9258,FBgn0267306
9259,FBgn0267307
9260,FBgn0052523
9261,FBgn0265799
9262,FBgn0265798
9263,FBgn0265795
9264,FBgn0265794
9265,FBgn0265797
9266,FBgn0265796
9267,FBgn0265791
9268,FBgn0265790
9269,FBgn0265793
9270,FBgn0265792
9271,FBgn0039527
9272,FBgn0053838
9273,FBgn0028833
9274,FBgn0058354
9275,FBgn0262610
9276,FBgn0034626
9277,FBgn0262365
9278,FBgn0262364
9279,FBgn0023511
9280,FBgn0262366
9281,FBgn0262361
9282,FBgn0262360
9283,FBgn0023515
9284,FBgn0262362
9285,FBgn0053987
9286,FBgn0053986
9287,FBgn0023519
9288,FBgn0023518
9289,FBgn0267249
9290,FBgn0262368
9291,FBgn0028838
9292,FBgn0265866
9293,FBgn0265865
9294,FBgn0265864
9295,FBgn0086080
9296,FBgn0086081
9297,FBgn0024150
9298,FBgn0265860
9299,FBgn0035865
9300,FBgn0035866
9301,FBgn0035867
9302,FBgn0035861
9303,FBgn0265869
9304,FBgn0265868
9305,FBgn0028325
9306,FBgn0028327
9307,FBgn0032483
9308,FBgn0032482
9309,FBgn0032481
9310,FBgn0032480
9311,FBgn0032487
9312,FBgn0032486
9313,FBgn0032485
9314,FBgn0032484
9315,FBgn0039309
9316,FBgn0032489
9317,FBgn0032488
9318,FBgn0035331
9319,FBgn0261871
9320,FBgn0053182
9321,FBgn0053181
9322,FBgn0053180
9323,FBgn0263707
9324,FBgn0267076
9325,FBgn0036579
9326,FBgn0053189
9327,FBgn0033058
9328,FBgn0032424
9329,FBgn0267058
9330,FBgn0262228
9331,FBgn0052850
9332,FBgn0052856
9333,FBgn0052857
9334,FBgn0005626
9335,FBgn0051776
9336,FBgn0011860
9337,FBgn0259916
9338,FBgn0259917
9339,FBgn0259918
9340,FBgn0003507
9341,FBgn0032856
9342,FBgn0003057
9343,FBgn0003502
9344,FBgn0051774
9345,FBgn0036575
9346,FBgn0003053
9347,FBgn0065104
9348,FBgn0053458
9349,FBgn0053329
9350,FBgn0033052
9351,FBgn0053451
9352,FBgn0053322
9353,FBgn0053453
9354,FBgn0053452
9355,FBgn0262986
9356,FBgn0053454
9357,FBgn0053325
9358,FBgn0036570
9359,FBgn0046763
9360,FBgn0035280
9361,FBgn0035281
9362,FBgn0035282
9363,FBgn0035283
9364,FBgn0035285
9365,FBgn0035286
9366,FBgn0036576
9367,FBgn0263094
9368,FBgn0263095
9369,FBgn0263096
9370,FBgn0263090
9371,FBgn0263091
9372,FBgn0263092
9373,FBgn0263093
9374,FBgn0027934
9375,FBgn0262981
9376,FBgn0262223
9377,FBgn0052580
9378,FBgn0052581
9379,FBgn0052582
9380,FBgn0267939
9381,FBgn0267938
9382,FBgn0266214
9383,FBgn0267933
9384,FBgn0267932
9385,FBgn0267930
9386,FBgn0267937
9387,FBgn0267936
9388,FBgn0267935
9389,FBgn0023097
9390,FBgn0086350
9391,FBgn0051778
9392,FBgn0266211
9393,FBgn0051779
9394,FBgn0085474
9395,FBgn0266210
9396,FBgn0038412
9397,FBgn0040099
9398,FBgn0035131
9399,FBgn0038416
9400,FBgn0035137
9401,FBgn0035134
9402,FBgn0000308
9403,FBgn0000084
9404,FBgn0263547
9405,FBgn0263544
9406,FBgn0038419
9407,FBgn0263542
9408,FBgn0263543
9409,FBgn0263541
9410,FBgn0037146
9411,FBgn0086356
9412,FBgn0037141
9413,FBgn0063083
9414,FBgn0037147
9415,FBgn0037492
9416,FBgn0266686
9417,FBgn0266687
9418,FBgn0266684
9419,FBgn0266685
9420,FBgn0266682
9421,FBgn0037491
9422,FBgn0031909
9423,FBgn0031908
9424,FBgn0031907
9425,FBgn0031906
9426,FBgn0031905
9427,FBgn0037142
9428,FBgn0034423
9429,FBgn0034422
9430,FBgn0266688
9431,FBgn0266689
9432,FBgn0034360
9433,FBgn0053888
9434,FBgn0038739
9435,FBgn0038738
9436,FBgn0038737
9437,FBgn0038735
9438,FBgn0038734
9439,FBgn0038733
9440,FBgn0040093
9441,FBgn0038731
9442,FBgn0038730
9443,FBgn0036959
9444,FBgn0036958
9445,FBgn0040092
9446,FBgn0030508
9447,FBgn0030509
9448,FBgn0065105
9449,FBgn0052320
9450,FBgn0030505
9451,FBgn0030506
9452,FBgn0030507
9453,FBgn0030500
9454,FBgn0030501
9455,FBgn0030502
9456,FBgn0030503
9457,FBgn0034366
9458,FBgn0037417
9459,FBgn0063667
9460,FBgn0040096
9461,FBgn0267449
9462,FBgn0039656
9463,FBgn0010238
9464,FBgn0031638
9465,FBgn0031635
9466,FBgn0010235
9467,FBgn0015316
9468,FBgn0031636
9469,FBgn0031631
9470,FBgn0031630
9471,FBgn0031633
9472,FBgn0031632
9473,FBgn0031501
9474,FBgn0038080
9475,FBgn0038083
9476,FBgn0011281
9477,FBgn0038084
9478,FBgn0038087
9479,FBgn0032907
9480,FBgn0038089
9481,FBgn0038088
9482,FBgn0039508
9483,FBgn0263658
9484,FBgn0264381
9485,FBgn0010265
9486,FBgn0265269
9487,FBgn0265268
9488,FBgn0264380
9489,FBgn0265265
9490,FBgn0265264
9491,FBgn0265267
9492,FBgn0265266
9493,FBgn0039048
9494,FBgn0265263
9495,FBgn0265262
9496,FBgn0039049
9497,FBgn0085765
9498,FBgn0259204
9499,FBgn0032901
9500,FBgn0033860
9501,FBgn0264384
9502,FBgn0051219
9503,FBgn0035271
9504,FBgn0033861
9505,FBgn0030344
9506,FBgn0250732
9507,FBgn0035270
9508,FBgn0051211
9509,FBgn0051213
9510,FBgn0051215
9511,FBgn0051742
9512,FBgn0051217
9513,FBgn0051740
9514,FBgn0264389
9515,FBgn0035900
9516,FBgn0031495
9517,FBgn0259209
9518,FBgn0037197
9519,FBgn0037195
9520,FBgn0037191
9521,FBgn0000352
9522,FBgn0030261
9523,FBgn0000351
9524,FBgn0000356
9525,FBgn0000357
9526,FBgn0037540
9527,FBgn0000358
9528,FBgn0000359
9529,FBgn0030263
9530,FBgn0033853
9531,FBgn0085505
9532,FBgn0033851
9533,FBgn0033850
9534,FBgn0085500
9535,FBgn0033856
9536,FBgn0033855
9537,FBgn0039420
9538,FBgn0039421
9539,FBgn0033859
9540,FBgn0039045
9541,FBgn0039424
9542,FBgn0039425
9543,FBgn0039427
9544,FBgn0030342
9545,FBgn0032104
9546,FBgn0032105
9547,FBgn0032100
9548,FBgn0032101
9549,FBgn0266254
9550,FBgn0065066
9551,FBgn0032109
9552,FBgn0037772
9553,FBgn0037773
9554,FBgn0037770
9555,FBgn0265658
9556,FBgn0265659
9557,FBgn0037548
9558,FBgn0265654
9559,FBgn0265655
9560,FBgn0265656
9561,FBgn0265657
9562,FBgn0265650
9563,FBgn0265651
9564,FBgn0265652
9565,FBgn0265653
9566,FBgn0052204
9567,FBgn0036023
9568,FBgn0039915
9569,FBgn0266218
9570,FBgn0039916
9571,FBgn0031217
9572,FBgn0262595
9573,FBgn0031216
9574,FBgn0037220
9575,FBgn0267072
9576,FBgn0283627
9577,FBgn0039478
9578,FBgn0262593
9579,FBgn0032814
9580,FBgn0032815
9581,FBgn0032816
9582,FBgn0032817
9583,FBgn0004507
9584,FBgn0032811
9585,FBgn0032812
9586,FBgn0032813
9587,FBgn0004055
9588,FBgn0004054
9589,FBgn0004509
9590,FBgn0032818
9591,FBgn0004050
9592,FBgn0004053
9593,FBgn0004052
9594,FBgn0050169
9595,FBgn0036145
9596,FBgn0050160
9597,FBgn0050161
9598,FBgn0050163
9599,FBgn0014269
9600,FBgn0036143
9601,FBgn0020513
9602,FBgn0020510
9603,FBgn0003886
9604,FBgn0003885
9605,FBgn0003884
9606,FBgn0003889
9607,FBgn0036141
9608,FBgn0053080
9609,FBgn0037720
9610,FBgn0267079
9611,FBgn0052240
9612,FBgn0053842
9613,FBgn0053843
9614,FBgn0053840
9615,FBgn0053665
9616,FBgn0053846
9617,FBgn0053847
9618,FBgn0053844
9619,FBgn0053845
9620,FBgn0014076
9621,FBgn0053848
9622,FBgn0053849
9623,FBgn0053668
9624,FBgn0053669
9625,FBgn0035455
9626,FBgn0083058
9627,FBgn0265899
9628,FBgn0035452
9629,FBgn0020637
9630,FBgn0030114
9631,FBgn0020633
9632,FBgn0035458
9633,FBgn0266303
9634,FBgn0266870
9635,FBgn0058298
9636,FBgn0266872
9637,FBgn0266307
9638,FBgn0266306
9639,FBgn0266305
9640,FBgn0266304
9641,FBgn0266879
9642,FBgn0266878
9643,FBgn0266309
9644,FBgn0266308
9645,FBgn0028400
9646,FBgn0028402
9647,FBgn0264699
9648,FBgn0259682
9649,FBgn0027873
9650,FBgn0045477
9651,FBgn0035639
9652,FBgn0035638
9653,FBgn0035631
9654,FBgn0035630
9655,FBgn0035632
9656,FBgn0035636
9657,FBgn0002592
9658,FBgn0002593
9659,FBgn0002590
9660,FBgn0031034
9661,FBgn0031033
9662,FBgn0034000
9663,FBgn0085468
9664,FBgn0031031
9665,FBgn0040271
9666,FBgn0031522
9667,FBgn0054045
9668,FBgn0039873
9669,FBgn0027055
9670,FBgn0030320
9671,FBgn0038290
9672,FBgn0267444
9673,FBgn0267693
9674,FBgn0031529
9675,FBgn0267690
9676,FBgn0031528
9677,FBgn0002044
9678,FBgn0052137
9679,FBgn0052133
9680,FBgn0025697
9681,FBgn0025692
9682,FBgn0025693
9683,FBgn0267697
9684,FBgn0267694
9685,FBgn0037228
9686,FBgn0030348
9687,FBgn0029753
9688,FBgn0029752
9689,FBgn0029751
9690,FBgn0029750
9691,FBgn0029756
9692,FBgn0029755
9693,FBgn0029754
9694,FBgn0262559
9695,FBgn0265011
9696,FBgn0085297
9697,FBgn0034923
9698,FBgn0260026
9699,FBgn0260027
9700,FBgn0030323
9701,FBgn0034460
9702,FBgn0266744
9703,FBgn0038042
9704,FBgn0037949
9705,FBgn0034467
9706,FBgn0053378
9707,FBgn0037944
9708,FBgn0037941
9709,FBgn0037940
9710,FBgn0037943
9711,FBgn0037942
9712,FBgn0038912
9713,FBgn0052603
9714,FBgn0000504
9715,FBgn0000500
9716,FBgn0003319
9717,FBgn0259709
9718,FBgn0259708
9719,FBgn0003313
9720,FBgn0003312
9721,FBgn0259707
9722,FBgn0003310
9723,FBgn0003317
9724,FBgn0259700
9725,FBgn0259703
9726,FBgn0259702
9727,FBgn0039635
9728,FBgn0053262
9729,FBgn0039637
9730,FBgn0039636
9731,FBgn0039631
9732,FBgn0039630
9733,FBgn0039633
9734,FBgn0053263
9735,FBgn0039639
9736,FBgn0039638
9737,FBgn0030326
9738,FBgn0283659
9739,FBgn0038828
9740,FBgn0003008
9741,FBgn0047205
9742,FBgn0053267
9743,FBgn0037469
9744,FBgn0037986
9745,FBgn0011336
9746,FBgn0051547
9747,FBgn0011335
9748,FBgn0029977
9749,FBgn0029976
9750,FBgn0038917
9751,FBgn0029974
9752,FBgn0029971
9753,FBgn0029970
9754,FBgn0030641
9755,FBgn0029979
9756,FBgn0263411
9757,FBgn0051025
9758,FBgn0266357
9759,FBgn0051023
9760,FBgn0032971
9761,FBgn0051021
9762,FBgn0262974
9763,FBgn0262975
9764,FBgn0262976
9765,FBgn0262970
9766,FBgn0262971
9767,FBgn0262972
9768,FBgn0051029
9769,FBgn0050375
9770,FBgn0050374
9771,FBgn0050377
9772,FBgn0050376
9773,FBgn0050371
9774,FBgn0050373
9775,FBgn0050372
9776,FBgn0027532
9777,FBgn0050379
9778,FBgn0050378
9779,FBgn0027537
9780,FBgn0266097
9781,FBgn0266096
9782,FBgn0266095
9783,FBgn0266094
9784,FBgn0266099
9785,FBgn0266098
9786,FBgn0038915
9787,FBgn0030719
9788,FBgn0030718
9789,FBgn0037569
9790,FBgn0065048
9791,FBgn0030711
9792,FBgn0263869
9793,FBgn0037565
9794,FBgn0030244
9795,FBgn0037563
9796,FBgn0030242
9797,FBgn0037561
9798,FBgn0037560
9799,FBgn0051053
9800,FBgn0265778
9801,FBgn0085244
9802,FBgn0033448
9803,FBgn0085242
9804,FBgn0085241
9805,FBgn0085240
9806,FBgn0036165
9807,FBgn0033446
9808,FBgn0033447
9809,FBgn0033440
9810,FBgn0036161
9811,FBgn0033442
9812,FBgn0085248
9813,FBgn0015509
9814,FBgn0021818
9815,FBgn0040259
9816,FBgn0040827
9817,FBgn0031766
9818,FBgn0040253
9819,FBgn0040252
9820,FBgn0040251
9821,FBgn0035588
9822,FBgn0040257
9823,FBgn0040256
9824,FBgn0040255
9825,FBgn0051682
9826,FBgn0051683
9827,FBgn0051680
9828,FBgn0051681
9829,FBgn0020639
9830,FBgn0051687
9831,FBgn0038279
9832,FBgn0038277
9833,FBgn0038274
9834,FBgn0051054
9835,FBgn0038272
9836,FBgn0038273
9837,FBgn0038271
9838,FBgn0051950
9839,FBgn0014906
9840,FBgn0014903
9841,FBgn0036380
9842,FBgn0058198
9843,FBgn0036382
9844,FBgn0013272
9845,FBgn0013275
9846,FBgn0013277
9847,FBgn0013276
9848,FBgn0058191
9849,FBgn0020930
9850,FBgn0026386
9851,FBgn0283462
9852,FBgn0030200
9853,FBgn0264820
9854,FBgn0264821
9855,FBgn0264822
9856,FBgn0264823
9857,FBgn0264824
9858,FBgn0264825
9859,FBgn0264826
9860,FBgn0264827
9861,FBgn0264828
9862,FBgn0264829
9863,FBgn0051974
9864,FBgn0051975
9865,FBgn0037389
9866,FBgn0267321
9867,FBgn0004198
9868,FBgn0051971
9869,FBgn0051973
9870,FBgn0030863
9871,FBgn0037382
9872,FBgn0004197
9873,FBgn0004190
9874,FBgn0004191
9875,FBgn0037385
9876,FBgn0030864
9877,FBgn0031466
9878,FBgn0050089
9879,FBgn0050088
9880,FBgn0050087
9881,FBgn0050085
9882,FBgn0267218
9883,FBgn0050082
9884,FBgn0050081
9885,FBgn0050080
9886,FBgn0038485
9887,FBgn0261674
9888,FBgn0030206
9889,FBgn0264793
9890,FBgn0264790
9891,FBgn0264791
9892,FBgn0264794
9893,FBgn0032713
9894,FBgn0083167
9895,FBgn0032717
9896,FBgn0032715
9897,FBgn0267228
9898,FBgn0262307
9899,FBgn0029137
9900,FBgn0032719
9901,FBgn0267224
9902,FBgn0267223
9903,FBgn0262302
9904,FBgn0262301
9905,FBgn0262300
9906,FBgn0038484
