FBgn_ID,GO_Term,GO_Category
FBgn0024194,GO:0016021,C
FBgn0024194,GO:0016746,F
FBgn0024194,GO:0007367,P
FBgn0024194,GO:0018009,P
FBgn0024194,GO:0018345,P
FBgn0024194,GO:0016409,F
FBgn0024194,GO:0046843,P
FBgn0031745,GO:0045742,P
FBgn0031745,GO:0045742,P
FBgn0031745,GO:0017016,F
FBgn0031745,GO:0021782,P
FBgn0031745,GO:0045743,P
FBgn0031745,GO:0045743,P
FBgn0031745,GO:0042803,F
FBgn0031745,GO:0045467,P
FBgn0003209,GO:0007417,P
FBgn0003209,GO:0007443,P
FBgn0003209,GO:0035297,P
FBgn0003209,GO:0007442,P
FBgn0003209,GO:0008360,P
FBgn0003209,GO:0008104,P
FBgn0003209,GO:0007435,P
FBgn0003209,GO:0007391,P
FBgn0003209,GO:0007391,P
FBgn0003209,GO:0007390,P
FBgn0003209,GO:0007443,P
FBgn0003209,GO:0048567,P
FBgn0003209,GO:0002009,P
FBgn0003209,GO:0007391,P
FBgn0003209,GO:0007391,P
FBgn0003209,GO:0007394,P
FBgn0003209,GO:0008406,P
FBgn0003209,GO:0046329,P
FBgn0003209,GO:0035262,P
FBgn0003209,GO:0005886,C
FBgn0003209,GO:0007391,P
FBgn0003209,GO:0046329,P
FBgn0004791,GO:0007304,P
FBgn0004791,GO:0003674,F
FBgn0004791,GO:0005575,C
FBgn0003210,GO:0006727,P
FBgn0003210,GO:0006726,P
FBgn0003210,GO:0007040,P
FBgn0003210,GO:0030123,C
FBgn0003210,GO:0046907,P
FBgn0003210,GO:0006886,P
FBgn0003210,GO:0008340,P
FBgn0003210,GO:0031396,P
FBgn0003210,GO:0008565,F
FBgn0003210,GO:0007220,P
FBgn0003210,GO:0006897,P
FBgn0003210,GO:0006887,P
FBgn0003210,GO:0060967,P
FBgn0003210,GO:0010883,P
FBgn0003216,GO:0007629,P
FBgn0003216,GO:0001745,P
FBgn0003216,GO:0003674,F
FBgn0003216,GO:0005575,C
FBgn0261549,GO:0004143,F
FBgn0261549,GO:0004143,F
FBgn0261549,GO:0007602,P
FBgn0261549,GO:0006661,P
FBgn0261549,GO:0016059,P
FBgn0261549,GO:0016056,P
FBgn0261549,GO:0004143,F
FBgn0261549,GO:0016310,P
FBgn0261549,GO:0045494,P
FBgn0261549,GO:0004143,F
FBgn0261549,GO:0046834,P
FBgn0261549,GO:0006654,P
FBgn0261549,GO:0003951,F
FBgn0261549,GO:0007205,P
FBgn0261549,GO:0035556,P
FBgn0261549,GO:0008152,P
FBgn0261549,GO:0007602,P
FBgn0261549,GO:0007608,P
FBgn0261549,GO:0043052,P
FBgn0261549,GO:0007605,P
FBgn0003218,GO:0046488,P
FBgn0003218,GO:0005388,F
FBgn0003218,GO:0005886,C
FBgn0003218,GO:0005887,C
FBgn0003218,GO:0007608,P
FBgn0003218,GO:0016029,C
FBgn0003218,GO:0008526,F
FBgn0003218,GO:0016029,C
FBgn0003218,GO:0008526,F
FBgn0003218,GO:0016021,C
FBgn0003218,GO:0016059,P
FBgn0003218,GO:0008525,F
FBgn0003218,GO:0016056,P
FBgn0003218,GO:0016059,P
FBgn0003218,GO:0008526,F
FBgn0003218,GO:0007602,P
FBgn0003218,GO:0046872,F
FBgn0003218,GO:0005622,C
FBgn0003218,GO:0007602,P
FBgn0003218,GO:0071482,P
FBgn0003218,GO:0007603,P
FBgn0003218,GO:0035091,F
FBgn0003218,GO:0070300,F
FBgn0003218,GO:0007602,P
FBgn0003218,GO:0008526,F
FBgn0003218,GO:1990050,F
FBgn0003218,GO:0008526,F
FBgn0003218,GO:0015914,P
FBgn0027872,GO:0015914,P
FBgn0027872,GO:0005737,C
FBgn0027872,GO:0008526,F
FBgn0027872,GO:0007165,P
FBgn0265959,GO:0007602,P
FBgn0265959,GO:0006470,P
FBgn0265959,GO:0004723,F
FBgn0265959,GO:0004722,F
FBgn0265959,GO:0006470,P
FBgn0265959,GO:0007602,P
FBgn0265959,GO:0019722,P
FBgn0265959,GO:0007602,P
FBgn0265959,GO:0004722,F
FBgn0265959,GO:0006470,P
FBgn0265959,GO:0016059,P
FBgn0265959,GO:0005516,F
FBgn0265959,GO:0005516,F
FBgn0265959,GO:0005506,F
FBgn0265959,GO:0050906,P
FBgn0265959,GO:0005509,F
FBgn0265959,GO:0030145,F
FBgn0265959,GO:0005634,C
FBgn0265959,GO:0004722,F
FBgn0265959,GO:0005737,C
FBgn0265959,GO:0043052,P
FBgn0038946,GO:0005575,C
FBgn0038946,GO:0016063,P
FBgn0038946,GO:0004745,F
FBgn0243486,GO:0008056,P
FBgn0243486,GO:2000035,P
FBgn0243486,GO:1990399,P
FBgn0039644,GO:0005524,F
FBgn0039644,GO:0042626,F
FBgn0039644,GO:0005887,C
FBgn0039644,GO:0055085,P
FBgn0264493,GO:0048592,P
FBgn0264493,GO:0042067,P
FBgn0264493,GO:0005515,F
FBgn0264493,GO:0007367,P
FBgn0264493,GO:0005634,C
FBgn0264493,GO:0005515,F
FBgn0264493,GO:0001654,P
FBgn0264493,GO:0016567,P
FBgn0264493,GO:0045879,P
FBgn0264493,GO:0030162,P
FBgn0264493,GO:0016567,P
FBgn0264493,GO:0046330,P
FBgn0264493,GO:0043065,P
FBgn0264493,GO:0042308,P
FBgn0264493,GO:0005634,C
FBgn0264493,GO:0031648,P
FBgn0264493,GO:0042803,F
FBgn0264493,GO:0005515,F
FBgn0264493,GO:0042803,F
FBgn0264493,GO:0051865,P
FBgn0264493,GO:1901044,P
FBgn0264493,GO:0019005,C
FBgn0264493,GO:0043161,P
FBgn0264493,GO:0031625,F
FBgn0264493,GO:0005737,C
FBgn0033667,GO:0006355,P
FBgn0033667,GO:0045177,C
FBgn0033667,GO:0006035,P
FBgn0033667,GO:0060439,P
FBgn0033667,GO:0006031,P
FBgn0033667,GO:0005737,C
FBgn0003227,GO:0007131,P
FBgn0003227,GO:0005524,F
FBgn0003227,GO:0006270,P
FBgn0003227,GO:0003677,F
FBgn0003227,GO:0007131,P
FBgn0003227,GO:0007131,P
FBgn0003227,GO:0008094,F
FBgn0003227,GO:0004003,F
FBgn0003227,GO:0016887,F
FBgn0003227,GO:0005634,C
FBgn0003227,GO:0006270,P
FBgn0003231,GO:0008270,F
FBgn0003231,GO:0061912,P
FBgn0003231,GO:0005737,C
FBgn0003231,GO:0007005,P
FBgn0003231,GO:0030382,P
FBgn0003231,GO:0005776,C
FBgn0003231,GO:0016235,C
FBgn0003231,GO:0006511,P
FBgn0003231,GO:0042802,F
FBgn0003231,GO:0043130,F
FBgn0030362,GO:0005576,C
FBgn0030362,GO:0032504,P
FBgn0030362,GO:0005615,C
FBgn0030362,GO:0032504,P
FBgn0030362,GO:0005615,C
FBgn0030362,GO:0004341,F
FBgn0030362,GO:0005509,F
FBgn0030362,GO:0019853,P
FBgn0260933,GO:0007605,P
FBgn0260933,GO:0003674,F
FBgn0260933,GO:1905515,P
FBgn0260933,GO:0060271,P
FBgn0260933,GO:0097730,C
FBgn0260933,GO:0007605,P
FBgn0260933,GO:0035721,P
FBgn0260933,GO:1905515,P
FBgn0260933,GO:0097730,C
FBgn0260933,GO:0005930,C
FBgn0260933,GO:0030991,C
FBgn0260933,GO:0036064,C
FBgn0043857,GO:0007605,P
FBgn0011701,GO:0000977,F
FBgn0011701,GO:0007399,P
FBgn0011701,GO:0005634,C
FBgn0011701,GO:0010001,P
FBgn0011701,GO:0021782,P
FBgn0011701,GO:0001077,F
FBgn0011701,GO:0006355,P
FBgn0011701,GO:0005634,C
FBgn0011701,GO:0010628,P
FBgn0011701,GO:0007422,P
FBgn0011701,GO:0005634,C
FBgn0011701,GO:0005737,C
FBgn0011701,GO:0051124,P
FBgn0011701,GO:0050808,P
FBgn0011701,GO:0050764,P
FBgn0011701,GO:0050764,P
FBgn0011701,GO:0050764,P
FBgn0040075,GO:0090090,P
FBgn0040075,GO:0003714,F
FBgn0040075,GO:0005634,C
FBgn0040075,GO:0043141,F
FBgn0040075,GO:0005524,F
FBgn0040075,GO:0016573,P
FBgn0040075,GO:0005634,C
FBgn0040075,GO:0043486,P
FBgn0040075,GO:0004402,F
FBgn0040075,GO:0035267,C
FBgn0040075,GO:0000123,C
FBgn0040075,GO:0005515,F
FBgn0040075,GO:0042127,P
FBgn0040075,GO:0005515,F
FBgn0040075,GO:0003714,F
FBgn0040075,GO:0031011,C
FBgn0040075,GO:0006338,P
FBgn0040075,GO:0006342,P
FBgn0040075,GO:0010629,P
FBgn0040075,GO:0035072,P
FBgn0040075,GO:0007480,P
FBgn0040075,GO:0000812,C
FBgn0040075,GO:0004003,F
FBgn0040075,GO:0000492,P
FBgn0040075,GO:0097255,C
FBgn0040075,GO:0006357,P
FBgn0040075,GO:1901838,P
FBgn0034157,GO:0042302,F
FBgn0034157,GO:0030023,F
FBgn0034157,GO:0005576,C
FBgn0034157,GO:0042302,F
FBgn0034157,GO:0008010,F
FBgn0034157,GO:0040003,P
FBgn0034157,GO:0031012,C
FBgn0034157,GO:0032992,C
FBgn0034157,GO:0008061,F
FBgn0034157,GO:0030023,F
FBgn0040074,GO:0003674,F
FBgn0040074,GO:0008150,P
FBgn0040074,GO:0005615,C
FBgn0031814,GO:0005739,C
FBgn0004795,GO:0048477,P
FBgn0004795,GO:0005634,C
FBgn0004795,GO:0003677,F
FBgn0004795,GO:0005634,C
FBgn0004795,GO:0070491,F
FBgn0004795,GO:0000976,F
FBgn0004795,GO:0000122,P
FBgn0004795,GO:0009952,P
FBgn0004795,GO:0009880,P
FBgn0004795,GO:0007517,P
FBgn0004795,GO:0003700,F
FBgn0004795,GO:0007435,P
FBgn0004795,GO:0000122,P
FBgn0004795,GO:0003677,F
FBgn0004795,GO:0005634,C
FBgn0004795,GO:0045893,P
FBgn0004795,GO:0042063,P
FBgn0004795,GO:0007431,P
FBgn0004795,GO:0008049,P
FBgn0004795,GO:0007411,P
FBgn0004795,GO:0045924,P
FBgn0004795,GO:0007411,P
FBgn0004795,GO:0048813,P
FBgn0004795,GO:0001228,F
FBgn0004795,GO:0000977,F
FBgn0037345,GO:0051349,P
FBgn0003243,GO:0048477,P
FBgn0266098,GO:0051018,F
FBgn0266098,GO:0005737,C
FBgn0266098,GO:0016021,C
FBgn0266098,GO:0042462,P
FBgn0266098,GO:0042675,P
FBgn0266098,GO:0007528,P
FBgn0266098,GO:0016319,P
FBgn0266098,GO:0008355,P
FBgn0266098,GO:0043025,C
FBgn0266098,GO:0007614,P
FBgn0261258,GO:0030246,F
FBgn0261258,GO:0042246,P
FBgn0261258,GO:0042246,P
FBgn0267792,GO:0005634,C
FBgn0267792,GO:0006355,P
FBgn0267792,GO:0003700,F
FBgn0267792,GO:0003676,F
FBgn0003247,GO:0048749,P
FBgn0260442,GO:0007475,P
FBgn0260442,GO:0016203,P
FBgn0260442,GO:0003779,F
FBgn0260442,GO:0005925,C
FBgn0260442,GO:0007016,P
FBgn0260442,GO:0007155,P
FBgn0260442,GO:0007016,P
FBgn0260442,GO:0051015,F
FBgn0260442,GO:0005200,F
FBgn0260442,GO:0005856,C
FBgn0260442,GO:0001726,C
FBgn0260442,GO:0045892,P
FBgn0260442,GO:0035160,P
FBgn0260442,GO:0005178,F
FBgn0260442,GO:0005515,F
FBgn0260442,GO:0007526,P
FBgn0260442,GO:0007430,P
FBgn0260442,GO:0035149,P
FBgn0260442,GO:0045214,P
FBgn0260442,GO:0033627,P
FBgn0260442,GO:0005925,C
FBgn0260442,GO:0007298,P
FBgn0260442,GO:0016203,P
FBgn0260442,GO:0007155,P
FBgn0260442,GO:0007390,P
FBgn0260442,GO:0086042,P
FBgn0004400,GO:0030381,P
FBgn0004400,GO:0005634,C
FBgn0004400,GO:0034587,P
FBgn0004400,GO:0000122,P
FBgn0004400,GO:0045944,P
FBgn0004400,GO:0005634,C
FBgn0004400,GO:0000792,C
FBgn0004400,GO:0003682,F
FBgn0004400,GO:0003682,F
FBgn0004400,GO:0000785,C
FBgn0004400,GO:0051276,P
FBgn0004400,GO:1990472,F
FBgn0004400,GO:1990511,P
FBgn0004400,GO:0045944,P
FBgn0004635,GO:0043703,P
FBgn0004635,GO:0038004,P
FBgn0004635,GO:0061331,P
FBgn0004635,GO:0007474,P
FBgn0004635,GO:0038004,P
FBgn0004635,GO:0001752,P
FBgn0004635,GO:0010629,P
FBgn0004635,GO:0007474,P
FBgn0004635,GO:0030173,C
FBgn0004635,GO:0038005,P
FBgn0004635,GO:0004252,F
FBgn0004635,GO:0005794,C
FBgn0004635,GO:0004252,F
FBgn0004635,GO:0004252,F
FBgn0004635,GO:0016021,C
FBgn0004635,GO:0004252,F
FBgn0004635,GO:0038005,P
FBgn0004635,GO:0004252,F
FBgn0004635,GO:0038005,P
FBgn0004635,GO:0004252,F
FBgn0004635,GO:0007438,P
FBgn0004635,GO:0007438,P
FBgn0004635,GO:0006508,P
FBgn0004635,GO:0038005,P
FBgn0004635,GO:0030173,C
FBgn0004635,GO:0004252,F
FBgn0004635,GO:0038005,P
FBgn0004635,GO:0004252,F
FBgn0004635,GO:0038005,P
FBgn0004635,GO:0004252,F
FBgn0004635,GO:0007420,P
FBgn0004635,GO:0000281,P
FBgn0004635,GO:0008586,P
FBgn0004635,GO:0035225,P
FBgn0004635,GO:0007479,P
FBgn0004635,GO:0035311,P
FBgn0004635,GO:0008586,P
FBgn0004635,GO:0007474,P
FBgn0004635,GO:0008586,P
FBgn0004635,GO:0004252,F
FBgn0004635,GO:0031902,C
FBgn0004635,GO:0090317,P
FBgn0004635,GO:0038005,P
FBgn0004635,GO:0035160,P
FBgn0004635,GO:0098609,P
FBgn0004635,GO:0007476,P
FBgn0004635,GO:0007409,P
FBgn0004635,GO:0035202,P
FBgn0004635,GO:0048149,P
FBgn0004635,GO:0007436,P
FBgn0004635,GO:0048149,P
FBgn0004635,GO:0048865,P
FBgn0004635,GO:0004252,F
FBgn0004635,GO:0038005,P
FBgn0004635,GO:0038005,P
FBgn0004635,GO:0045177,C
FBgn0004635,GO:0042058,P
FBgn0004635,GO:0042327,P
FBgn0004635,GO:0010629,P
FBgn0004635,GO:0007391,P
FBgn0004635,GO:0010628,P
FBgn0004635,GO:0001742,P
FBgn0004635,GO:0001742,P
FBgn0030318,GO:0006508,P
FBgn0030318,GO:0030173,C
FBgn0030318,GO:0038005,P
FBgn0030318,GO:0005887,C
FBgn0030318,GO:0004252,F
FBgn0030318,GO:0038005,P
FBgn0030318,GO:0005509,F
FBgn0030318,GO:0008236,F
FBgn0030318,GO:0016485,P
FBgn0030318,GO:0016021,C
FBgn0030318,GO:0004252,F
FBgn0041723,GO:0016021,C
FBgn0041723,GO:0006508,P
FBgn0041723,GO:0042059,P
FBgn0041723,GO:0005789,C
FBgn0041723,GO:0042059,P
FBgn0041723,GO:0004252,F
FBgn0041723,GO:0005783,C
FBgn0041723,GO:0042059,P
FBgn0041723,GO:0042059,P
FBgn0041723,GO:0010841,P
FBgn0041723,GO:0042059,P
FBgn0041723,GO:0050708,P
FBgn0032415,GO:0004252,F
FBgn0032415,GO:0016485,P
FBgn0032415,GO:0016021,C
FBgn0033672,GO:0016021,C
FBgn0033672,GO:0004252,F
FBgn0033672,GO:0008053,P
FBgn0033672,GO:0004175,F
FBgn0033672,GO:0005515,F
FBgn0033672,GO:0005739,C
FBgn0033672,GO:0016485,P
FBgn0033672,GO:0005515,F
FBgn0003254,GO:0007424,P
FBgn0003254,GO:0035297,P
FBgn0003254,GO:0008258,P
FBgn0003254,GO:0007442,P
FBgn0003254,GO:0007435,P
FBgn0003254,GO:0007417,P
FBgn0003254,GO:0007443,P
FBgn0003254,GO:0008360,P
FBgn0003254,GO:0007391,P
FBgn0003254,GO:0007442,P
FBgn0003254,GO:0007435,P
FBgn0003254,GO:0008360,P
FBgn0003254,GO:0008104,P
FBgn0003254,GO:0007391,P
FBgn0003254,GO:0007427,P
FBgn0003254,GO:0016477,P
FBgn0003254,GO:0008360,P
FBgn0003254,GO:0007435,P
FBgn0003254,GO:0007427,P
FBgn0003254,GO:0005634,C
FBgn0003254,GO:0007391,P
FBgn0003254,GO:0007010,P
FBgn0003254,GO:0003700,F
FBgn0003254,GO:0007424,P
FBgn0003254,GO:0006355,P
FBgn0003254,GO:0061024,P
FBgn0003254,GO:0005634,C
FBgn0003254,GO:0007431,P
FBgn0003254,GO:0007391,P
FBgn0003254,GO:0007424,P
FBgn0003254,GO:0007431,P
FBgn0003254,GO:0016477,P
FBgn0003254,GO:0007428,P
FBgn0003254,GO:0007428,P
FBgn0003254,GO:0035149,P
FBgn0003254,GO:0003677,F
FBgn0003254,GO:0007426,P
FBgn0003254,GO:0007435,P
FBgn0003254,GO:0045197,P
FBgn0003254,GO:0008406,P
FBgn0003254,GO:0006357,P
FBgn0003254,GO:0005634,C
FBgn0028292,GO:0007163,P
FBgn0028292,GO:0005737,C
FBgn0028292,GO:0008104,P
FBgn0028292,GO:0040001,P
FBgn0028292,GO:0005737,C
FBgn0028292,GO:0008104,P
FBgn0028292,GO:0001965,F
FBgn0028292,GO:0008356,P
FBgn0028292,GO:0010004,P
FBgn0028292,GO:0055057,P
FBgn0028292,GO:0008356,P
FBgn0028292,GO:0055057,P
FBgn0028292,GO:0005829,C
FBgn0028292,GO:0050821,P
FBgn0028292,GO:0008104,P
FBgn0028292,GO:0001965,F
FBgn0028292,GO:0005085,F
FBgn0028292,GO:0005085,F
FBgn0028292,GO:0007186,P
FBgn0028292,GO:0005096,F
FBgn0031006,GO:0051897,P
FBgn0031006,GO:0051897,P
FBgn0031006,GO:0008286,P
FBgn0031006,GO:0051897,P
FBgn0031006,GO:0046628,P
FBgn0031006,GO:0071902,P
FBgn0031006,GO:0032869,P
FBgn0031006,GO:0051897,P
FBgn0031006,GO:0046628,P
FBgn0031006,GO:0051897,P
FBgn0031006,GO:0048813,P
FBgn0031006,GO:0045887,P
FBgn0031006,GO:0031932,C
FBgn0031006,GO:0038203,P
FBgn0031006,GO:0045793,P
FBgn0031006,GO:0050773,P
FBgn0031006,GO:0009267,P
FBgn0031006,GO:0008361,P
FBgn0031006,GO:0038203,P
FBgn0031006,GO:0045793,P
FBgn0031006,GO:0061586,P
FBgn0031006,GO:0034504,P
FBgn0031006,GO:0034063,P
FBgn0031006,GO:0051897,P
FBgn0031006,GO:0008047,F
FBgn0031006,GO:0031532,P
FBgn0031006,GO:0030950,P
FBgn0031006,GO:0031932,C
FBgn0031006,GO:0032956,P
FBgn0031006,GO:0030010,P
FBgn0031006,GO:0042325,P
FBgn0250850,GO:0005515,F
FBgn0250850,GO:0035075,P
FBgn0250850,GO:0005634,C
FBgn0250850,GO:0005515,F
FBgn0250850,GO:0007591,P
FBgn0250850,GO:0005515,F
FBgn0250850,GO:0005515,F
FBgn0250850,GO:0005737,C
FBgn0250850,GO:0005515,F
FBgn0250850,GO:0000387,P
FBgn0250850,GO:0071254,C
FBgn0250850,GO:0008344,P
FBgn0250850,GO:0007629,P
FBgn0250850,GO:0032797,C
FBgn0066328,GO:0005575,C
FBgn0066328,GO:0003674,F
FBgn0066328,GO:0007611,P
FBgn0066328,GO:0008355,P
FBgn0015778,GO:0016318,P
FBgn0015778,GO:0007265,P
FBgn0015778,GO:0005829,C
FBgn0015778,GO:0001752,P
FBgn0015778,GO:0003729,F
FBgn0015778,GO:0071013,C
FBgn0015778,GO:0071011,C
FBgn0015778,GO:0000398,P
FBgn0015778,GO:0045571,P
FBgn0015778,GO:0045571,P
FBgn0015778,GO:0045571,P
FBgn0015778,GO:0005515,F
FBgn0015778,GO:0005737,C
FBgn0015778,GO:0008069,P
FBgn0015778,GO:0010628,P
FBgn0015778,GO:1990904,C
FBgn0015778,GO:0008069,P
FBgn0015778,GO:0005737,C
FBgn0015778,GO:0003729,F
FBgn0266417,GO:0000226,P
FBgn0266417,GO:0030424,C
FBgn0266417,GO:0001578,P
FBgn0266417,GO:0046785,P
FBgn0266417,GO:0043025,C
FBgn0026623,GO:0007391,P
FBgn0026623,GO:0007417,P
FBgn0026623,GO:0008258,P
FBgn0026623,GO:0007494,P
FBgn0026623,GO:0003674,F
FBgn0026623,GO:0005575,C
FBgn0003255,GO:0016021,C
FBgn0003255,GO:0016500,F
FBgn0003255,GO:0007186,P
FBgn0003255,GO:0008188,F
FBgn0003255,GO:0007186,P
FBgn0003255,GO:0016021,C
FBgn0003255,GO:0007564,P
FBgn0003255,GO:0004930,F
FBgn0003255,GO:0016500,F
FBgn0003255,GO:0008188,F
FBgn0003255,GO:0005887,C
FBgn0003255,GO:0007218,P
FBgn0003255,GO:0001837,P
FBgn0003255,GO:0036335,P
FBgn0003255,GO:0030709,P
FBgn0003255,GO:0007298,P
FBgn0003256,GO:0005634,C
FBgn0003256,GO:0005829,C
FBgn0003256,GO:0045500,P
FBgn0003256,GO:0045500,P
FBgn0003256,GO:0008293,P
FBgn0003256,GO:0007173,P
FBgn0003256,GO:0004707,F
FBgn0003256,GO:0007173,P
FBgn0003256,GO:0004707,F
FBgn0003256,GO:0000165,P
FBgn0003256,GO:0051091,P
FBgn0003256,GO:0004707,F
FBgn0003256,GO:0007173,P
FBgn0003256,GO:0045500,P
FBgn0003256,GO:0007465,P
FBgn0003256,GO:0070371,P
FBgn0003256,GO:0004707,F
FBgn0003256,GO:0007173,P
FBgn0003256,GO:0004674,F
FBgn0003256,GO:0007173,P
FBgn0003256,GO:0045500,P
FBgn0003256,GO:0005829,C
FBgn0003256,GO:0005634,C
FBgn0003256,GO:0007173,P
FBgn0003256,GO:0007362,P
FBgn0003256,GO:0008293,P
FBgn0003256,GO:0008286,P
FBgn0003256,GO:0070371,P
FBgn0003256,GO:0007173,P
FBgn0003256,GO:0004707,F
FBgn0003256,GO:0005829,C
FBgn0003256,GO:0005634,C
FBgn0003256,GO:0070371,P
FBgn0003256,GO:0007173,P
FBgn0003256,GO:0005634,C
FBgn0003256,GO:0046843,P
FBgn0003256,GO:0005524,F
FBgn0003256,GO:0008286,P
FBgn0003256,GO:0007474,P
FBgn0003256,GO:0019901,F
FBgn0003256,GO:0007479,P
FBgn0003256,GO:0034614,P
FBgn0003256,GO:0071243,P
FBgn0003256,GO:0071276,P
FBgn0003256,GO:0005634,C
FBgn0003256,GO:0007476,P
FBgn0003256,GO:0005829,C
FBgn0003256,GO:0000278,P
FBgn0003256,GO:0004707,F
FBgn0003256,GO:0005829,C
FBgn0003256,GO:0046534,P
FBgn0003256,GO:0019901,F
FBgn0003256,GO:0005634,C
FBgn0003256,GO:0008134,F
FBgn0003256,GO:0034334,P
FBgn0003256,GO:0030054,C
FBgn0003256,GO:0005829,C
FBgn0003256,GO:0005829,C
FBgn0003256,GO:0005634,C
FBgn0003256,GO:0016242,P
FBgn0003256,GO:0009267,P
FBgn0003256,GO:0008284,P
FBgn0003256,GO:0050804,P
FBgn0003256,GO:0048149,P
FBgn0003256,GO:0007552,P
FBgn0003256,GO:0090303,P
FBgn0003256,GO:2001023,P
FBgn0003256,GO:0007474,P
FBgn0003256,GO:0005829,C
FBgn0003256,GO:0005634,C
FBgn0003256,GO:0051607,P
FBgn0003256,GO:0031594,C
FBgn0003256,GO:0005634,C
FBgn0003256,GO:0007173,P
FBgn0003256,GO:0005634,C
FBgn0003256,GO:0005829,C
FBgn0003256,GO:0007474,P
FBgn0003256,GO:0070371,P
FBgn0003256,GO:2000826,P
FBgn0003256,GO:0008340,P
FBgn0003256,GO:0071310,P
FBgn0003256,GO:0070371,P
FBgn0003256,GO:0008293,P
FBgn0267337,GO:0007480,P
FBgn0267337,GO:0048749,P
FBgn0267337,GO:0022416,P
FBgn0267337,GO:0005634,C
FBgn0267337,GO:0000122,P
FBgn0267337,GO:0005634,C
FBgn0267337,GO:0048749,P
FBgn0267337,GO:0003705,F
FBgn0267337,GO:0045892,P
FBgn0267337,GO:0001708,P
FBgn0267337,GO:0000977,F
FBgn0267337,GO:0000981,F
FBgn0267337,GO:0005634,C
FBgn0069089,GO:0005575,C
FBgn0069089,GO:0003674,F
FBgn0030753,GO:0006508,P
FBgn0030753,GO:0004190,F
FBgn0030753,GO:0070628,F
FBgn0030753,GO:0007301,P
FBgn0030753,GO:0005737,C
FBgn0030753,GO:0005634,C
FBgn0030753,GO:0043130,F
FBgn0030753,GO:0005737,C
FBgn0030753,GO:0005634,C
FBgn0030753,GO:0005829,C
FBgn0023171,GO:0004523,F
FBgn0023171,GO:0003676,F
FBgn0023171,GO:0000287,F
FBgn0023171,GO:0005634,C
FBgn0023171,GO:0043137,P
FBgn0035106,GO:0005634,C
FBgn0035106,GO:0042059,P
FBgn0035106,GO:0042051,P
FBgn0003267,GO:0005634,C
FBgn0003267,GO:0042067,P
FBgn0003267,GO:0007463,P
FBgn0003267,GO:0048054,P
FBgn0003267,GO:0045944,P
FBgn0003267,GO:0001012,F
FBgn0003267,GO:0005634,C
FBgn0003267,GO:0045464,P
FBgn0003267,GO:0045680,P
FBgn0003267,GO:0007460,P
FBgn0003267,GO:0043565,F
FBgn0024600,GO:0007411,P
FBgn0024600,GO:0005575,C
FBgn0024600,GO:0003674,F
FBgn0024196,GO:0007018,P
FBgn0024196,GO:0005868,C
FBgn0024196,GO:0005858,C
FBgn0024196,GO:0030286,C
FBgn0024196,GO:0005875,C
FBgn0024196,GO:0007018,P
FBgn0024196,GO:0042623,F
FBgn0024196,GO:0016319,P
FBgn0024196,GO:0048813,P
FBgn0024196,GO:0048813,P
FBgn0024196,GO:0045505,F
FBgn0024196,GO:0036157,C
FBgn0028570,GO:0007018,P
FBgn0028570,GO:0042623,F
FBgn0028570,GO:0030286,C
FBgn0028570,GO:0030286,C
FBgn0028570,GO:0045505,F
FBgn0028570,GO:0007018,P
FBgn0028570,GO:0005868,C
FBgn0028570,GO:0007018,P
FBgn0028570,GO:0036157,C
FBgn0028570,GO:0045505,F
FBgn0028569,GO:0042623,F
FBgn0028569,GO:0007018,P
FBgn0028569,GO:0030286,C
FBgn0028569,GO:0030286,C
FBgn0028569,GO:0007018,P
FBgn0028569,GO:0045505,F
FBgn0028569,GO:0036157,C
FBgn0028569,GO:0007018,P
FBgn0028569,GO:0045505,F
FBgn0028569,GO:0005868,C
FBgn0028567,GO:0030286,C
FBgn0028567,GO:0007018,P
FBgn0028567,GO:0042623,F
FBgn0028567,GO:0030286,C
FBgn0028567,GO:0007018,P
FBgn0028567,GO:0045505,F
FBgn0028567,GO:0036157,C
FBgn0028567,GO:0007018,P
FBgn0028567,GO:0005868,C
FBgn0028567,GO:0045505,F
FBgn0263233,GO:0036157,C
FBgn0263233,GO:0007018,P
FBgn0263233,GO:0005868,C
FBgn0263233,GO:0045505,F
FBgn0005631,GO:0007411,P
FBgn0005631,GO:0005886,C
FBgn0005631,GO:0005887,C
FBgn0005631,GO:0044295,C
FBgn0005631,GO:0035385,P
FBgn0005631,GO:0007411,P
FBgn0005631,GO:0016199,P
FBgn0005631,GO:0005515,F
FBgn0005631,GO:0007411,P
FBgn0005631,GO:0007411,P
FBgn0005631,GO:0016199,P
FBgn0005631,GO:0031982,C
FBgn0005631,GO:0005886,C
FBgn0005631,GO:0005515,F
FBgn0005631,GO:2000274,P
FBgn0005631,GO:0007411,P
FBgn0005631,GO:0008038,P
FBgn0005631,GO:0007411,P
FBgn0005631,GO:0030424,C
FBgn0005631,GO:0043025,C
FBgn0005631,GO:0030425,C
FBgn0005631,GO:0070983,P
FBgn0005631,GO:0048813,P
FBgn0005631,GO:0016199,P
FBgn0005631,GO:0007427,P
FBgn0005631,GO:0048813,P
FBgn0005631,GO:0007411,P
FBgn0005631,GO:0007432,P
FBgn0005631,GO:0035050,P
FBgn0005631,GO:0007411,P
FBgn0005631,GO:0016199,P
FBgn0005631,GO:0016199,P
FBgn0005631,GO:0022409,P
FBgn0005631,GO:0035050,P
FBgn0005631,GO:0016199,P
