"geneNames","geneIDs","feature","id","pval","qval"
"MSTRG.6113.9","MSTRG.6113","transcript","20781",0.011263584951593,0.999989508679083
"FBtr0332844","MSTRG.13335","transcript","45812",0.0113506840805677,0.999989508679083
"MSTRG.8778.14","MSTRG.8778","transcript","29441",0.0113798062095536,0.999989508679083
"MSTRG.11136.28","MSTRG.11136","transcript","37254",0.0114480227931228,0.999989508679083
"MSTRG.2986.8","MSTRG.2986","transcript","9917",0.0115317870004739,0.999989508679083
"FBtr0300767","MSTRG.10133","transcript","33881",0.0116325486274051,0.999989508679083
"FBtr0082060","MSTRG.9141","transcript","30644",0.011639428637261,0.999989508679083
"FBtr0079641","MSTRG.1068","transcript","3559",0.0116532668721337,0.999989508679083
"FBtr0071472","MSTRG.12962","transcript","44343",0.0117708621541821,0.999989508679083
"FBtr0082454","MSTRG.9429","transcript","31485",0.0117952027548893,0.999989508679083
"FBtr0081364","MSTRG.2411","transcript","7992",0.0118300480399852,0.999989508679083
"FBtr0078447","MSTRG.8217","transcript","27563",0.0118422638690621,0.999989508679083
"MSTRG.1595.2","MSTRG.1595","transcript","5339",0.0119418085736045,0.999989508679083
"MSTRG.10579.2","MSTRG.10579","transcript","35507",0.0120821068114239,0.999989508679083
"FBtr0085706","MSTRG.11669","transcript","39119",0.0120864043567996,0.999989508679083
"MSTRG.9803.2","MSTRG.9803","transcript","32683",0.0120902908594516,0.999989508679083
"MSTRG.8840.10","MSTRG.8840","transcript","29639",0.0121245479781594,0.999989508679083
"FBtr0076654","MSTRG.6651","transcript","22468",0.0121307894344953,0.999989508679083
"MSTRG.9371.1","MSTRG.9371","transcript","31327",0.0121500397829803,0.999989508679083
"FBtr0084104","MSTRG.10536","transcript","35281",0.0121561614317806,0.999989508679083
"FBtr0112465","MSTRG.6389","transcript","21587",0.0122091630516266,0.999989508679083
"FBtr0087592","MSTRG.4006","transcript","13456",0.0122136017740849,0.999989508679083
"FBtr0071089","MSTRG.12709","transcript","43356",0.0123036684082745,0.999989508679083
"MSTRG.9575.1","MSTRG.9575","transcript","31909",0.012513407940586,0.999989508679083
"FBtr0342893","MSTRG.5045","transcript","17229",0.0126126733964556,0.999989508679083
"MSTRG.1092.2","MSTRG.1092","transcript","3691",0.0126270375492084,0.999989508679083
"FBtr0347362","MSTRG.8801","transcript","29515",0.0126891528690771,0.999989508679083
"FBtr0076748","MSTRG.6551","transcript","22173",0.0130034803897662,0.999989508679083
"MSTRG.10746.3","MSTRG.10746","transcript","36090",0.0130415330801186,0.999989508679083
"MSTRG.11136.6","MSTRG.11136","transcript","37267",0.0130555242824715,0.999989508679083
"MSTRG.805.7","MSTRG.805","transcript","2640",0.0131443505493619,0.999989508679083
"MSTRG.12896.11","MSTRG.12896","transcript","44026",0.01329879138163,0.999989508679083
"FBtr0340267","MSTRG.12606","transcript","43008",0.0135147708745513,0.999989508679083
"FBtr0334675","MSTRG.8846","transcript","29655",0.013647244578578,0.999989508679083
"FBtr0085473","MSTRG.11507","transcript","38598",0.0139450983626319,0.999989508679083
"FBtr0077670","MSTRG.457","transcript","1344",0.0139711001320328,0.999989508679083
"FBtr0330662","MSTRG.2409","transcript","7988",0.0139879617580568,0.999989508679083
"FBtr0344339","MSTRG.13927","transcript","48044",0.0142119560416906,0.999989508679083
"FBtr0078056","MSTRG.160","transcript","401",0.0142662550690758,0.999989508679083
"FBtr0076301","MSTRG.6875","transcript","23290",0.0142749504222146,0.999989508679083
"FBtr0082549","MSTRG.9496","transcript","31749",0.0143438745756024,0.999989508679083
"MSTRG.2822.1","MSTRG.2822","transcript","9379",0.0147164729788574,0.999989508679083
"MSTRG.7112.7","MSTRG.7112","transcript","24140",0.014908072089169,0.999989508679083
"MSTRG.6113.7","MSTRG.6113","transcript","20779",0.014946997830082,0.999989508679083
"FBtr0076276","MSTRG.6896","transcript","23401",0.0149540329677822,0.999989508679083
"MSTRG.14182.1","MSTRG.14182","transcript","49025",0.0149916459412163,0.999989508679083
"MSTRG.593.5","MSTRG.593","transcript","1837",0.0150254514493394,0.999989508679083
"MSTRG.9207.1","MSTRG.9207","transcript","30839",0.0150580766792678,0.999989508679083
"FBtr0340314","MSTRG.13579","transcript","46822",0.01505811332856,0.999989508679083
"MSTRG.13092.3","MSTRG.13092","transcript","44807",0.0152034212614525,0.999989508679083
"FBtr0332838","MSTRG.5663","transcript","19220",0.0152754036570435,0.999989508679083
"FBtr0085057","MSTRG.11207","transcript","37591",0.0153749725118829,0.999989508679083
"FBtr0089106","MSTRG.11849","transcript","40030",0.0153995304531773,0.999989508679083
"FBtr0073729","MSTRG.13262","transcript","45406",0.0154570979005395,0.999989508679083
"FBtr0083370","MSTRG.10069","transcript","33689",0.0154709070263166,0.999989508679083
"FBtr0072831","MSTRG.5819","transcript","19711",0.0154866081278446,0.999989508679083
"FBtr0302492","MSTRG.10344","transcript","34568",0.0158099122545086,0.999989508679083
"FBtr0080771","MSTRG.1945","transcript","6447",0.0159815507603802,0.999989508679083
"FBtr0078693","MSTRG.8663","transcript","29014",0.0162762685971067,0.999989508679083
"MSTRG.4284.7","MSTRG.4284","transcript","14486",0.0162909198342027,0.999989508679083
"FBtr0113579","MSTRG.8671","transcript","29047",0.0163352747805585,0.999989508679083
"FBtr0089100","MSTRG.11861","transcript","40118",0.0163839069673655,0.999989508679083
"MSTRG.11225.4","MSTRG.11225","transcript","37641",0.0165196487798362,0.999989508679083
"MSTRG.10180.30","MSTRG.10180","transcript","34032",0.0167087654085447,0.999989508679083
"FBtr0073113","MSTRG.6019","transcript","20484",0.0167759932047735,0.999989508679083
"FBtr0088135","MSTRG.3660","transcript","12264",0.0167966610397089,0.999989508679083
"FBtr0078740","MSTRG.8682","transcript","29081",0.016828142197673,0.999989508679083
"FBtr0085241","MSTRG.11332","transcript","37996",0.0168610119715629,0.999989508679083
"FBtr0331324","MSTRG.2286","transcript","7664",0.017093209979643,0.999989508679083
"MSTRG.11136.10","MSTRG.11136","transcript","37258",0.0172304381899619,0.999989508679083
"FBtr0083373","MSTRG.10074","transcript","33701",0.0172393488650208,0.999989508679083
"MSTRG.9639.1","MSTRG.9639","transcript","32150",0.0173307509083658,0.999989508679083
"MSTRG.5409.1","MSTRG.5409","transcript","18356",0.0174394388115541,0.999989508679083
"MSTRG.4253.1","MSTRG.4253","transcript","14348",0.0175236031307748,0.999989508679083
"FBtr0303096","MSTRG.6095","transcript","20738",0.0175437993808838,0.999989508679083
"FBtr0076405","MSTRG.6826","transcript","23089",0.0175906671133315,0.999989508679083
"FBtr0084958","MSTRG.11158","transcript","37423",0.0177367495413598,0.999989508679083
"FBtr0303121","MSTRG.6535","transcript","22087",0.0177472929703324,0.999989508679083
"FBtr0331631","MSTRG.1300","transcript","4346",0.0178662799598355,0.999989508679083
